,Date,Open,High,Low,Close,Volume,Market Cap
32,"Feb 26, 2018",0.058429,0.062961,0.056356,0.060978,"16,848,800","855,437,000"
33,"Feb 25, 2018",0.057265,0.060230,0.055531,0.058436,"20,605,800","838,163,000"
34,"Feb 24, 2018",0.061316,0.066668,0.055592,0.057184,"15,957,400","897,200,000"
35,"Feb 23, 2018",0.059073,0.065071,0.056150,0.061565,"26,140,000","864,133,000"
36,"Feb 22, 2018",0.064739,0.069385,0.057828,0.059129,"28,040,700","946,758,000"
37,"Feb 21, 2018",0.069946,0.075561,0.062879,0.065142,"40,620,700","1,022,620,000"
38,"Feb 20, 2018",0.082414,0.083053,0.068712,0.069615,"58,246,300","1,204,580,000"
39,"Feb 19, 2018",0.075448,0.085902,0.075448,0.082269,"86,298,800","1,102,440,000"
40,"Feb 18, 2018",0.089199,0.089199,0.074366,0.075660,"111,774,000","1,303,040,000"
41,"Feb 17, 2018",0.068229,0.091904,0.066564,0.089996,"349,131,000","1,009,220,000"
42,"Feb 16, 2018",0.059213,0.071386,0.058913,0.069060,"48,604,700","875,593,000"
43,"Feb 15, 2018",0.058570,0.060103,0.055960,0.059384,"19,776,800","865,811,000"
44,"Feb 14, 2018",0.052964,0.059002,0.052867,0.058619,"18,815,500","772,900,000"
45,"Feb 13, 2018",0.055966,0.056378,0.051595,0.053203,"10,987,200","816,477,000"
46,"Feb 12, 2018",0.051609,0.057312,0.051607,0.056021,"13,958,900","752,690,000"
47,"Feb 11, 2018",0.056624,0.056624,0.048860,0.051087,"15,679,700","825,599,000"
48,"Feb 10, 2018",0.057698,0.064967,0.053245,0.056941,"40,634,900","841,023,000"
49,"Feb 09, 2018",0.052246,0.058311,0.049136,0.058098,"14,679,200","761,343,000"
50,"Feb 08, 2018",0.047908,0.055726,0.047908,0.052262,"22,484,500","697,936,000"
51,"Feb 07, 2018",0.051515,0.058281,0.045923,0.047986,"25,558,100","750,269,000"
52,"Feb 06, 2018",0.043242,0.053267,0.033773,0.052022,"39,727,000","629,594,000"
53,"Feb 05, 2018",0.053833,0.055231,0.039146,0.042611,"23,695,200","783,589,000"
54,"Feb 04, 2018",0.064839,0.067106,0.050717,0.054085,"28,513,800","943,517,000"
55,"Feb 03, 2018",0.054481,0.068427,0.049717,0.064728,"49,307,900","792,570,000"
56,"Feb 02, 2018",0.058316,0.058682,0.039394,0.054197,"46,633,700","848,117,000"
57,"Feb 01, 2018",0.069766,0.075208,0.053619,0.058035,"39,407,700","1,014,360,000"
58,"Jan 31, 2018",0.068903,0.071016,0.063568,0.069787,"27,155,800","1,001,540,000"
59,"Jan 30, 2018",0.085387,0.085651,0.066962,0.068408,"43,002,700","1,240,790,000"
60,"Jan 29, 2018",0.091590,0.092058,0.084012,0.084969,"32,948,000","1,330,540,000"
61,"Jan 28, 2018",0.094500,0.095058,0.090789,0.091870,"47,936,600","1,372,430,000"
62,"Jan 27, 2018",0.087927,0.096731,0.084198,0.094201,"47,387,500","1,276,620,000"
63,"Jan 26, 2018",0.089551,0.094452,0.079004,0.088158,"64,874,700","1,299,830,000"
64,"Jan 25, 2018",0.094816,0.097603,0.088849,0.090185,"45,742,100","1,375,860,000"
65,"Jan 24, 2018",0.093213,0.099223,0.091843,0.093469,"56,160,000","1,352,210,000"
66,"Jan 23, 2018",0.094389,0.098701,0.083965,0.093314,"48,633,200","1,368,890,000"
67,"Jan 22, 2018",0.104893,0.108190,0.084902,0.094569,"74,751,100","1,520,800,000"
68,"Jan 21, 2018",0.109132,0.130689,0.099190,0.104146,"211,031,000","1,609,420,000"
69,"Jan 20, 2018",0.107536,0.113319,0.105073,0.109218,"87,648,700","1,579,210,000"
70,"Jan 19, 2018",0.112719,0.122750,0.102033,0.107126,"105,534,000","1,654,650,000"
71,"Jan 18, 2018",0.091741,0.127200,0.090101,0.114099,"253,007,000","1,346,230,000"
72,"Jan 17, 2018",0.084451,0.099422,0.060062,0.090778,"147,975,000","1,231,520,000"
73,"Jan 16, 2018",0.115621,0.121253,0.062195,0.085241,"176,634,000","1,685,600,000"
74,"Jan 15, 2018",0.137658,0.146089,0.116516,0.116516,"132,872,000","2,006,310,000"
75,"Jan 14, 2018",0.156392,0.156392,0.134020,0.138224,"77,869,600","2,277,920,000"
76,"Jan 13, 2018",0.159047,0.164209,0.151071,0.156725,"111,856,000","2,311,320,000"
77,"Jan 12, 2018",0.143948,0.170423,0.137836,0.158981,"144,104,000","2,091,310,000"
78,"Jan 11, 2018",0.169438,0.172859,0.132569,0.144270,"187,560,000","2,460,940,000"
79,"Jan 10, 2018",0.194296,0.194296,0.155677,0.168637,"264,043,000","2,821,190,000"
80,"Jan 09, 2018",0.177253,0.240605,0.174258,0.196059,"787,881,000","2,573,020,000"
81,"Jan 08, 2018",0.180600,0.208132,0.147099,0.178385,"430,047,000","2,620,880,000"
82,"Jan 07, 2018",0.175244,0.194392,0.170287,0.181957,"252,851,000","2,542,480,000"
83,"Jan 06, 2018",0.180864,0.186502,0.163956,0.174183,"290,822,000","2,623,240,000"
84,"Jan 05, 2018",0.159472,0.199077,0.148423,0.181114,"544,342,000","2,312,330,000"
85,"Jan 04, 2018",0.145384,0.197573,0.138022,0.159184,"677,836,000","2,107,470,000"
86,"Jan 03, 2018",0.144876,0.162200,0.133645,0.145221,"354,873,000","2,089,650,000"
87,"Jan 02, 2018",0.157163,0.165060,0.132691,0.144905,"451,026,000","2,266,240,000"
88,"Jan 01, 2018",0.221716,0.223719,0.140798,0.156131,"816,280,000","3,195,980,000"
89,"Dec 31, 2017",0.141174,0.238015,0.140810,0.222600,"920,813,000","2,034,410,000"
90,"Dec 30, 2017",0.160416,0.160416,0.131505,0.142088,"236,381,000","2,311,050,000"
91,"Dec 29, 2017",0.168030,0.173128,0.137990,0.160679,"328,949,000","2,420,060,000"
92,"Dec 28, 2017",0.138123,0.166278,0.114907,0.165906,"580,885,000","1,988,770,000"
93,"Dec 27, 2017",0.197493,0.210003,0.136031,0.138199,"393,269,000","2,842,820,000"
94,"Dec 26, 2017",0.175387,0.206501,0.146588,0.200425,"745,294,000","2,523,880,000"
95,"Dec 25, 2017",0.258386,0.258386,0.133723,0.162262,"457,610,000","3,737,570,000"
96,"Dec 24, 2017",0.224923,0.279563,0.215083,0.255441,"478,059,000","3,253,520,000"
97,"Dec 23, 2017",0.125615,0.300588,0.122988,0.214400,"972,487,000","1,815,570,000"
98,"Dec 22, 2017",0.128681,0.139920,0.069166,0.124868,"295,942,000","1,859,410,000"
99,"Dec 21, 2017",0.144295,0.161849,0.105101,0.128320,"374,103,000","2,079,900,000"
100,"Dec 20, 2017",0.078770,0.163700,0.063310,0.143051,"981,665,000","1,135,060,000"
101,"Dec 19, 2017",0.059601,0.079966,0.058949,0.078311,"200,742,000","858,594,000"
102,"Dec 18, 2017",0.052265,0.060436,0.048062,0.059563,"157,485,000","752,705,000"
103,"Dec 17, 2017",0.041718,0.090037,0.041718,0.052139,"591,389,000","600,370,000"
104,"Dec 16, 2017",0.018721,0.046954,0.018721,0.040697,"254,115,000","269,341,000"
105,"Dec 15, 2017",0.019239,0.020249,0.014960,0.018863,"46,278,500","276,718,000"
106,"Dec 14, 2017",0.014517,0.020732,0.013085,0.019107,"85,882,100","208,747,000"
107,"Dec 13, 2017",0.009203,0.016603,0.008960,0.014829,"36,652,000","132,294,000"
108,"Dec 12, 2017",0.008905,0.009516,0.008588,0.009330,"5,287,600","127,979,000"
109,"Dec 11, 2017",0.008212,0.009273,0.008168,0.008766,"4,143,160","117,988,000"
110,"Dec 10, 2017",0.008712,0.008712,0.007423,0.008294,"3,091,980","125,143,000"
111,"Dec 09, 2017",0.008916,0.009633,0.008002,0.008588,"3,849,740","128,031,000"
112,"Dec 08, 2017",0.008677,0.009150,0.007607,0.008793,"5,311,020","124,572,000"
113,"Dec 07, 2017",0.007868,0.008847,0.007628,0.008828,"7,877,410","112,922,000"
114,"Dec 06, 2017",0.007618,0.008063,0.007106,0.007999,"6,034,820","109,316,000"
115,"Dec 05, 2017",0.007919,0.008584,0.007314,0.007733,"6,136,980","113,601,000"
116,"Dec 04, 2017",0.006855,0.008185,0.006656,0.007803,"7,735,120","98,308,300"
117,"Dec 03, 2017",0.006136,0.007735,0.005979,0.006723,"5,592,120","87,978,200"
118,"Dec 02, 2017",0.006202,0.006391,0.005749,0.006140,"2,385,550","88,895,000"
119,"Dec 01, 2017",0.005513,0.006246,0.005363,0.006196,"1,803,340","79,002,500"
120,"Nov 30, 2017",0.005435,0.006072,0.004783,0.005612,"2,238,420","77,867,500"
121,"Nov 29, 2017",0.006324,0.006513,0.005035,0.005435,"3,923,970","90,568,800"
122,"Nov 28, 2017",0.006620,0.006710,0.006257,0.006330,"3,405,020","94,785,400"
123,"Nov 27, 2017",0.006899,0.007084,0.006479,0.006534,"5,292,330","98,756,200"
124,"Nov 26, 2017",0.005764,0.006859,0.005605,0.006802,"3,279,390","82,482,200"
125,"Nov 25, 2017",0.005347,0.005656,0.005321,0.005604,"1,972,920","76,503,000"
126,"Nov 24, 2017",0.005378,0.005459,0.005093,0.005430,"1,937,470","76,925,500"
127,"Nov 23, 2017",0.005754,0.005770,0.005043,0.005385,"4,320,440","82,272,700"
128,"Nov 22, 2017",0.006000,0.006080,0.005494,0.005755,"3,124,250","85,767,300"
129,"Nov 21, 2017",0.005764,0.006086,0.005460,0.006059,"2,561,260","82,376,800"
130,"Nov 20, 2017",0.006120,0.006253,0.005693,0.005693,"3,703,680","87,439,300"
131,"Nov 19, 2017",0.006083,0.006616,0.005948,0.006125,"3,189,610","86,881,500"
132,"Nov 18, 2017",0.006083,0.006383,0.005904,0.006091,"1,926,720","86,867,200"
133,"Nov 17, 2017",0.006360,0.006633,0.005983,0.006100,"2,212,420","90,788,700"
134,"Nov 16, 2017",0.006638,0.006644,0.006297,0.006370,"2,973,370","94,741,300"
135,"Nov 15, 2017",0.006215,0.006726,0.006160,0.006539,"3,029,220","88,670,700"
136,"Nov 14, 2017",0.006143,0.006292,0.005930,0.006213,"2,045,030","87,615,800"
137,"Nov 13, 2017",0.005402,0.006404,0.005402,0.006124,"2,525,080","77,032,800"
138,"Nov 12, 2017",0.006228,0.006228,0.004982,0.005454,"4,172,140","88,791,200"
139,"Nov 11, 2017",0.006444,0.006801,0.006068,0.006238,"2,749,640","91,621,300"
140,"Nov 10, 2017",0.007485,0.007717,0.006004,0.006466,"3,987,030","106,391,000"
141,"Nov 09, 2017",0.007911,0.007963,0.007360,0.007463,"4,518,290","112,417,000"
142,"Nov 08, 2017",0.007399,0.008185,0.006819,0.007851,"10,436,000","105,112,000"
143,"Nov 07, 2017",0.007876,0.008613,0.006899,0.007485,"13,530,400","111,852,000"
144,"Nov 06, 2017",0.008517,0.009780,0.007915,0.007915,"15,782,700","120,924,000"
145,"Nov 05, 2017",0.007701,0.009003,0.007337,0.008470,"9,120,990","109,309,000"
146,"Nov 04, 2017",0.007110,0.007957,0.007038,0.007716,"9,060,670","100,900,000"
147,"Nov 03, 2017",0.005906,0.007197,0.005877,0.007115,"5,205,730","83,780,400"
148,"Nov 02, 2017",0.006201,0.006409,0.005556,0.005913,"4,871,020","87,938,200"
149,"Nov 01, 2017",0.007036,0.007036,0.006102,0.006258,"7,702,290","99,766,400"
150,"Oct 31, 2017",0.005599,0.007590,0.005349,0.007157,"13,949,100","79,367,800"
151,"Oct 30, 2017",0.005174,0.006036,0.005174,0.005654,"2,412,710","73,320,200"
152,"Oct 29, 2017",0.005268,0.005483,0.005098,0.005262,"1,629,090","74,631,200"
153,"Oct 28, 2017",0.005360,0.005690,0.005184,0.005275,"1,735,710","75,914,400"
154,"Oct 27, 2017",0.005181,0.005425,0.004934,0.005345,"1,462,990","73,367,800"
155,"Oct 26, 2017",0.005282,0.005550,0.005045,0.005183,"1,917,420","74,772,700"
156,"Oct 25, 2017",0.005794,0.005808,0.005090,0.005393,"2,534,310","81,999,200"
157,"Oct 24, 2017",0.004628,0.006535,0.004526,0.005794,"7,556,820","65,478,400"
158,"Oct 23, 2017",0.004673,0.004807,0.004244,0.004639,"1,534,870","66,087,100"
159,"Oct 22, 2017",0.004807,0.005027,0.004569,0.004736,"1,443,660","67,971,500"
160,"Oct 21, 2017",0.004449,0.005062,0.004096,0.004749,"1,853,300","62,890,500"
161,"Oct 20, 2017",0.004907,0.005010,0.004421,0.004459,"1,796,240","69,348,800"
162,"Oct 19, 2017",0.005033,0.005134,0.004841,0.004905,"1,339,100","71,109,100"
163,"Oct 18, 2017",0.004873,0.005101,0.004633,0.005028,"1,718,860","68,819,700"
164,"Oct 17, 2017",0.005154,0.005216,0.004791,0.004905,"1,735,700","72,768,100"
165,"Oct 16, 2017",0.005463,0.005470,0.004879,0.005153,"1,973,510","77,114,000"
166,"Oct 15, 2017",0.005040,0.006180,0.005040,0.005463,"3,050,630","71,122,500"
167,"Oct 14, 2017",0.005252,0.005622,0.004769,0.005141,"1,693,140","74,096,700"
168,"Oct 13, 2017",0.005128,0.005589,0.004806,0.005251,"2,696,760","72,330,400"
169,"Oct 12, 2017",0.005652,0.005781,0.005139,0.005163,"2,282,270","79,670,600"
170,"Oct 11, 2017",0.005538,0.005984,0.005503,0.005643,"1,808,680","78,053,700"
171,"Oct 10, 2017",0.005651,0.005752,0.005319,0.005538,"1,513,390","75,773,200"
172,"Oct 09, 2017",0.005287,0.006046,0.005129,0.005690,"3,109,910","70,902,000"
173,"Oct 08, 2017",0.006429,0.006473,0.004982,0.005322,"3,011,250","86,214,200"
174,"Oct 07, 2017",0.006638,0.006905,0.006234,0.006411,"2,094,690","89,013,500"
175,"Oct 06, 2017",0.006261,0.006633,0.005982,0.006633,"1,983,040","83,960,700"
176,"Oct 05, 2017",0.006354,0.006402,0.006002,0.006261,"1,451,030","85,202,600"
177,"Oct 04, 2017",0.006770,0.006814,0.006209,0.006353,"1,636,230","90,788,000"
178,"Oct 03, 2017",0.007188,0.007280,0.006549,0.006685,"2,317,670","96,383,300"
179,"Oct 02, 2017",0.007120,0.008139,0.007120,0.007260,"8,516,350","95,480,400"
180,"Oct 01, 2017",0.006952,0.007210,0.006778,0.007210,"2,119,090","93,219,300"
181,"Sep 30, 2017",0.006800,0.007061,0.006648,0.006948,"1,561,510","91,190,200"
182,"Sep 29, 2017",0.006458,0.007048,0.005991,0.006799,"5,710,560","86,593,200"
183,"Sep 28, 2017",0.006394,0.006562,0.006051,0.006504,"2,130,920","85,745,200"
184,"Sep 27, 2017",0.006259,0.006519,0.006127,0.006354,"1,974,780","83,933,800"
185,"Sep 26, 2017",0.006019,0.006361,0.005914,0.006239,"1,797,350","80,709,200"
186,"Sep 25, 2017",0.005802,0.006141,0.005618,0.006058,"1,642,540","77,804,300"
187,"Sep 24, 2017",0.005568,0.006022,0.005290,0.005772,"1,723,480","74,660,900"
188,"Sep 23, 2017",0.005339,0.005600,0.005236,0.005568,"849,756","71,592,300"
189,"Sep 22, 2017",0.005504,0.005855,0.004987,0.005389,"1,636,200","73,801,100"
190,"Sep 21, 2017",0.006320,0.006424,0.005310,0.005474,"2,531,690","84,751,600"
191,"Sep 20, 2017",0.006339,0.006651,0.006268,0.006352,"1,712,170","85,007,100"
192,"Sep 19, 2017",0.006525,0.006890,0.006108,0.006310,"2,735,370","87,494,700"
193,"Sep 18, 2017",0.005912,0.006572,0.005873,0.006548,"2,127,450","79,276,400"
194,"Sep 17, 2017",0.005905,0.006152,0.005385,0.005924,"2,152,950","79,186,200"
195,"Sep 16, 2017",0.005267,0.006628,0.005210,0.005909,"4,272,440","70,624,900"
196,"Sep 15, 2017",0.004673,0.005604,0.003166,0.005318,"7,011,850","62,663,300"
197,"Sep 14, 2017",0.006358,0.006520,0.004644,0.004700,"3,234,950","85,254,200"
198,"Sep 13, 2017",0.007018,0.007028,0.005525,0.006433,"5,005,870","94,104,000"
199,"Sep 12, 2017",0.007585,0.007934,0.006811,0.007003,"6,703,720","101,713,000"
200,"Sep 11, 2017",0.007948,0.008172,0.007356,0.007578,"6,125,920","106,575,000"
201,"Sep 10, 2017",0.006886,0.008321,0.006665,0.007962,"11,644,000","92,331,100"
202,"Sep 09, 2017",0.006840,0.007106,0.006603,0.006945,"2,019,310","91,718,200"
203,"Sep 08, 2017",0.007368,0.007875,0.006439,0.006869,"5,065,190","98,806,000"
204,"Sep 07, 2017",0.007761,0.007807,0.007068,0.007367,"5,787,040","104,077,000"
205,"Sep 06, 2017",0.006720,0.007867,0.006720,0.007867,"9,241,650","90,108,200"
206,"Sep 05, 2017",0.005856,0.007790,0.005227,0.006843,"22,165,900","78,525,000"
207,"Sep 04, 2017",0.005726,0.006264,0.004751,0.005827,"8,473,250","76,788,400"
208,"Sep 03, 2017",0.004934,0.006284,0.004934,0.005725,"6,188,560","66,162,800"
209,"Sep 02, 2017",0.005317,0.005626,0.004870,0.004931,"4,094,770","71,300,300"
210,"Sep 01, 2017",0.006396,0.006552,0.004953,0.005311,"12,679,900","85,762,100"
211,"Aug 31, 2017",0.005125,0.007056,0.004758,0.006395,"26,598,600","68,723,700"
212,"Aug 30, 2017",0.003537,0.005179,0.003480,0.005088,"5,788,700","47,431,800"
213,"Aug 29, 2017",0.003599,0.003785,0.003362,0.003541,"2,833,480","48,255,200"
214,"Aug 28, 2017",0.003088,0.003883,0.003041,0.003593,"5,973,380","41,406,800"
215,"Aug 27, 2017",0.002475,0.003961,0.002391,0.003219,"7,841,390","33,182,000"
216,"Aug 26, 2017",0.002271,0.002497,0.002146,0.002433,"838,230","30,452,800"
217,"Aug 25, 2017",0.002338,0.002413,0.002158,0.002227,"733,213","31,349,000"
218,"Aug 24, 2017",0.002278,0.002634,0.002241,0.002342,"2,214,120","30,544,200"
219,"Aug 23, 2017",0.002084,0.002316,0.001960,0.002237,"943,903","27,949,000"
220,"Aug 22, 2017",0.002042,0.002123,0.001848,0.002089,"670,162","27,376,700"
221,"Aug 21, 2017",0.002110,0.002236,0.002003,0.002037,"737,684","28,294,400"
222,"Aug 20, 2017",0.002073,0.002394,0.001992,0.002118,"1,138,590","27,796,200"
223,"Aug 19, 2017",0.002054,0.002126,0.001890,0.002041,"766,239","27,544,500"
224,"Aug 18, 2017",0.002483,0.002493,0.001866,0.002056,"2,105,590","33,289,100"
225,"Aug 17, 2017",0.002502,0.002602,0.002282,0.002490,"1,649,550","33,553,000"
226,"Aug 16, 2017",0.002658,0.002873,0.002319,0.002505,"3,085,850","35,648,600"
227,"Aug 15, 2017",0.001947,0.003347,0.001825,0.002614,"5,654,350","26,109,800"
228,"Aug 14, 2017",0.002356,0.002494,0.001830,0.001899,"1,663,070","31,594,200"
229,"Aug 13, 2017",0.002824,0.002871,0.002151,0.002354,"1,979,240","37,874,500"
230,"Aug 12, 2017",0.002374,0.002949,0.002374,0.002865,"2,235,980","31,834,900"
231,"Aug 11, 2017",0.002596,0.002877,0.002353,0.002448,"2,907,700","34,807,200"
232,"Aug 10, 2017",0.003143,0.003193,0.002437,0.002596,"2,983,320","42,143,100"
233,"Aug 09, 2017",0.003316,0.003407,0.003105,0.003109,"915,199","44,469,100"
234,"Aug 08, 2017",0.003358,0.003554,0.003162,0.003352,"1,278,610","45,030,100"
235,"Aug 07, 2017",0.003350,0.003517,0.003255,0.003355,"1,262,230","44,917,000"
236,"Aug 06, 2017",0.003386,0.003484,0.003304,0.003357,"780,766","45,399,200"
237,"Aug 05, 2017",0.003055,0.003522,0.003035,0.003353,"969,930","40,961,300"
238,"Aug 04, 2017",0.002982,0.003098,0.002944,0.003084,"731,566","39,987,000"
239,"Aug 03, 2017",0.002974,0.003047,0.002875,0.002983,"677,314","39,883,200"
240,"Aug 02, 2017",0.003056,0.003227,0.002813,0.002969,"1,315,040","40,984,400"
241,"Aug 01, 2017",0.003034,0.003263,0.002729,0.003057,"1,416,960","40,684,000"
242,"Jul 31, 2017",0.002933,0.003031,0.002802,0.003031,"574,812","39,329,400"
243,"Jul 30, 2017",0.002963,0.003023,0.002784,0.002957,"381,432","39,726,400"
244,"Jul 29, 2017",0.002837,0.002997,0.002708,0.002936,"442,952","38,049,000"
245,"Jul 28, 2017",0.002955,0.002993,0.002740,0.002848,"765,866","39,625,100"
246,"Jul 27, 2017",0.002853,0.003014,0.002811,0.002950,"403,387","38,258,800"
247,"Jul 26, 2017",0.002918,0.003021,0.002692,0.002820,"527,499","39,132,200"
248,"Jul 25, 2017",0.003447,0.003471,0.002674,0.002917,"1,565,000","46,225,100"
249,"Jul 24, 2017",0.003382,0.003458,0.003168,0.003393,"1,085,000","45,356,100"
250,"Jul 23, 2017",0.003453,0.003563,0.003117,0.003360,"1,018,840","46,299,700"
251,"Jul 22, 2017",0.003041,0.003571,0.003010,0.003425,"1,320,850","40,773,900"
252,"Jul 21, 2017",0.003285,0.003311,0.002910,0.003094,"693,310","44,051,800"
253,"Jul 20, 2017",0.002549,0.003393,0.002549,0.003261,"846,866","34,181,100"
254,"Jul 19, 2017",0.002763,0.003037,0.002459,0.002602,"1,212,590","37,051,800"
255,"Jul 18, 2017",0.002423,0.003100,0.002326,0.002782,"2,506,900","32,492,000"
256,"Jul 17, 2017",0.001999,0.002443,0.001963,0.002440,"762,260","26,803,100"
257,"Jul 16, 2017",0.002123,0.002209,0.001802,0.001982,"485,807","28,467,000"
258,"Jul 15, 2017",0.002351,0.002359,0.002070,0.002110,"544,098","31,520,500"
259,"Jul 14, 2017",0.002645,0.002655,0.002171,0.002355,"1,111,590","35,467,400"
260,"Jul 13, 2017",0.002838,0.003103,0.002461,0.002647,"1,646,540","38,059,000"
261,"Jul 12, 2017",0.002445,0.002848,0.002265,0.002836,"1,534,480","32,786,200"
262,"Jul 11, 2017",0.002693,0.002912,0.002040,0.002434,"2,440,680","36,105,400"
263,"Jul 10, 2017",0.003658,0.003683,0.002522,0.002722,"1,962,190","49,055,100"
264,"Jul 09, 2017",0.003900,0.003938,0.003567,0.003651,"1,054,260","52,298,600"
265,"Jul 08, 2017",0.003428,0.004013,0.003356,0.003922,"2,247,740","45,961,600"
266,"Jul 07, 2017",0.004703,0.004816,0.003371,0.003425,"5,351,120","63,070,800"
267,"Jul 06, 2017",0.003798,0.004766,0.003712,0.004726,"7,349,140","50,925,200"
268,"Jul 05, 2017",0.003367,0.003858,0.003257,0.003796,"2,090,620","45,145,100"
269,"Jul 04, 2017",0.003323,0.003516,0.003264,0.003421,"1,103,310","44,555,500"
270,"Jul 03, 2017",0.002938,0.003526,0.002868,0.003381,"1,932,330","39,390,400"
271,"Jul 02, 2017",0.002792,0.002931,0.002668,0.002924,"619,352","37,444,600"
272,"Jul 01, 2017",0.002796,0.002986,0.002721,0.002816,"812,102","37,492,200"
273,"Jun 30, 2017",0.002963,0.002998,0.002790,0.002797,"633,698","39,728,700"
274,"Jun 29, 2017",0.003012,0.003099,0.002831,0.002957,"684,886","40,390,700"
275,"Jun 28, 2017",0.002906,0.003196,0.002797,0.003040,"820,351","38,963,400"
276,"Jun 27, 2017",0.003045,0.003152,0.002408,0.002912,"999,769","40,828,000"
277,"Jun 26, 2017",0.003274,0.003414,0.002447,0.003045,"1,461,240","43,907,700"
278,"Jun 25, 2017",0.003412,0.003564,0.003207,0.003301,"1,132,360","45,747,400"
279,"Jun 24, 2017",0.003955,0.004009,0.003251,0.003394,"1,693,570","53,032,200"
280,"Jun 23, 2017",0.003023,0.004215,0.002900,0.003929,"3,734,860","40,533,700"
281,"Jun 22, 2017",0.002974,0.003097,0.002899,0.003023,"852,256","39,873,600"
282,"Jun 21, 2017",0.003125,0.003223,0.002902,0.002924,"1,116,030","41,899,500"
283,"Jun 20, 2017",0.003100,0.003472,0.003049,0.003149,"1,806,690","41,563,300"
284,"Jun 19, 2017",0.003448,0.003721,0.003098,0.003124,"2,773,170","46,231,600"
285,"Jun 18, 2017",0.003698,0.003846,0.003423,0.003448,"1,196,600","49,585,700"
286,"Jun 17, 2017",0.003872,0.003947,0.003673,0.003723,"1,508,930","51,920,800"
287,"Jun 16, 2017",0.003427,0.003996,0.003244,0.003822,"2,259,480","45,956,400"
288,"Jun 15, 2017",0.003489,0.003539,0.002598,0.003382,"2,239,750","46,790,300"
289,"Jun 14, 2017",0.004603,0.004603,0.003267,0.003465,"3,673,820","61,725,700"
290,"Jun 13, 2017",0.003196,0.004580,0.002999,0.004579,"5,535,710","42,861,400"
291,"Jun 12, 2017",0.003866,0.003871,0.002896,0.003233,"2,788,730","51,844,100"
292,"Jun 11, 2017",0.003875,0.004252,0.002884,0.003871,"4,775,940","51,962,600"
293,"Jun 10, 2017",0.005116,0.005227,0.003717,0.003820,"4,407,810","68,601,300"
294,"Jun 09, 2017",0.004849,0.005479,0.004740,0.005080,"3,794,400","65,027,900"
295,"Jun 08, 2017",0.005192,0.005307,0.004495,0.004828,"4,854,810","69,624,400"
